CO AQI Value,Ozone AQI Value,NO2 AQI Value,PM2.5 AQI Value
5,181,11,151
1,31,2,58
3,8,10,79
3,8,10,79
3,8,10,79
1,34,1,47
1,29,1,12
1,36,3,36
1,35,0,54
1,31,8,51
1,23,9,50
1,26,3,38
1,22,10,55
1,46,4,56
0,28,1,32
1,31,1,34
1,14,4,51
1,5,3,63
1,35,1,27
1,31,7,46
1,38,0,25
2,13,0,52
1,27,4,38
0,22,0,44
1,39,0,19
1,21,4,46
1,55,2,18
1,30,5,41
0,24,0,48
1,27,4,32
2,30,13,58
0,33,1,37
1,38,3,44
1,38,3,44
1,38,3,44
1,38,3,44
1,38,3,44
1,38,3,44
1,38,3,44
1,16,2,30
4,155,1,176
1,40,2,52
1,27,6,52
2,17,20,66
1,30,5,63
1,28,2,27
1,42,1,36
2,27,8,60
0,30,1,48
0,30,1,48
1,44,5,68
1,28,3,30
1,41,0,53
1,36,1,25
1,34,2,33
1,24,0,46
0,38,0,152
1,35,0,65
2,150,1,324
2,150,1,324
2,150,1,324
2,8,0,62
2,99,1,283
1,39,0,35
1,34,2,20
1,5,2,36
1,12,0,60
1,10,15,51
1,35,2,25
1,26,0,60
0,31,0,61
0,29,2,22
1,39,1,47
4,6,36,119
3,2,8,106
0,23,0,23
1,37,1,25
15,20,12,123
1,28,4,39
1,28,4,39
1,28,4,39
1,28,4,39
1,28,4,39
1,34,1,42
4,166,1,265
1,92,2,162
0,40,0,23
2,112,1,275
1,18,0,36
1,41,1,33
1,47,0,153
1,47,0,153
1,23,5,43
1,35,6,41
0,30,1,29
1,109,1,165
0,29,1,24
1,43,0,50
2,11,0,46
0,11,0,24
0,11,0,24
0,11,0,24
0,11,0,24
0,11,0,24
1,28,4,38
0,25,0,70
1,23,4,36
1,29,3,31
0,35,1,26
5,0,8,128
2,4,4,61
1,29,0,18
1,23,0,58
0,30,1,29
2,11,27,78
1,19,0,54
0,23,0,50
1,7,9,70
1,35,1,19
1,6,1,37
1,21,0,81
1,7,7,47
1,39,1,58
1,36,2,54
1,32,4,50
1,37,1,23
0,11,1,4
1,41,5,60
2,7,17,66
1,12,4,50
1,32,3,37
1,21,2,86
1,43,1,16
1,41,0,55
5,0,13,146
5,0,13,146
1,31,0,53
0,12,1,27
1,19,9,33
0,37,0,53
0,37,0,53
1,38,3,40
1,38,3,40
1,24,2,48
1,24,2,40
1,20,3,40
1,30,3,35
0,23,0,47
1,22,5,63
1,23,5,53
1,78,1,185
0,31,2,40
0,23,0,134
0,25,0,39
0,33,1,36
1,43,0,51
2,3,4,56
2,3,4,56
2,3,4,56
2,3,4,56
2,3,4,56
2,3,4,56
0,32,1,25
1,49,1,30
1,19,0,77
1,28,4,73
1,33,3,61
2,23,9,69
0,27,2,26
1,30,1,38
1,31,0,29
1,14,2,46
1,23,2,65
0,38,0,19
1,29,2,27
0,14,1,28
1,29,7,51
1,40,0,65
1,40,0,65
1,31,1,54
2,11,5,65
0,35,0,22
2,10,15,56
2,10,15,56
4,5,34,136
2,3,6,71
4,7,11,103
1,20,5,31
2,10,0,81
1,29,2,44
1,19,4,50
1,38,1,58
0,17,0,34
0,18,1,32
1,36,1,24
1,36,1,25
1,34,2,20
1,4,0,14
1,33,1,54
1,33,1,38
1,32,0,35
1,43,1,55
2,23,3,71
1,37,0,152
1,24,0,39
1,51,0,49
1,31,0,78
2,32,3,161
1,64,0,48
0,26,1,30
0,11,0,16
0,11,0,16
0,18,0,52
1,27,1,35
1,38,0,28
4,76,6,172
4,39,9,168
1,68,0,80
2,18,5,87
1,32,0,23
1,34,3,230
1,41,0,11
1,52,1,40
1,29,0,64
1,26,4,53
1,42,0,13
1,46,0,130
0,30,0,69
1,37,0,21
0,27,1,29
2,27,7,71
1,34,0,20
4,39,5,163
1,75,0,38
1,51,0,34
1,26,0,44
1,52,1,50
1,49,0,42
1,49,0,42
1,38,0,37
1,41,0,28
1,24,0,50
1,48,0,57
1,22,0,83
1,39,0,37
0,16,0,32
2,33,7,106
1,35,4,55
1,55,0,51
1,40,0,52
2,39,5,195
1,25,2,54
1,49,4,39
2,30,6,83
1,48,2,50
2,22,7,76
1,37,0,19
1,26,0,38
1,40,0,8
1,24,0,32
1,30,0,40
1,37,3,55
2,18,10,54
1,29,0,33
1,47,0,54
1,21,0,54
1,43,0,62
1,80,0,37
1,57,0,78
1,41,0,19
1,39,1,52
0,25,1,31
1,62,1,14
1,28,6,61
1,58,0,66
1,23,1,39
1,33,1,40
1,61,0,87
1,47,0,25
1,50,0,89
1,45,1,55
1,45,1,55
1,45,1,55
1,40,1,44
1,40,1,44
1,40,1,44
1,40,1,44
1,40,0,100
2,42,0,68
3,9,12,109
1,37,2,51
1,47,0,55
1,36,0,28
1,26,1,51
4,22,9,152
1,22,10,61
1,49,1,29
1,49,1,29
1,43,3,77
1,21,2,59
1,26,1,57
1,26,1,57
1,26,1,57
1,30,2,156
0,30,0,27
1,68,0,82
1,46,1,69
0,24,0,11
0,24,0,11
1,30,8,37
2,15,12,86
2,24,8,86
4,49,21,145
5,76,16,153
1,25,0,53
3,20,2,84
1,39,2,50
1,41,1,45
1,41,0,18
1,35,0,11
1,50,1,27
1,50,1,27
1,46,2,52
1,46,2,52
1,62,0,57
1,43,0,50
3,22,13,94
1,32,7,71
1,12,0,42
1,32,0,35
1,40,4,54
1,22,0,166
1,39,1,31
1,40,0,17
2,10,7,105
1,33,2,60
1,33,2,60
1,33,2,60
1,43,0,14
1,42,1,18
1,30,0,24
2,46,0,98
1,32,0,10
1,28,2,64
1,33,0,19
1,33,0,19
1,51,0,69
4,45,8,156
1,54,0,67
1,26,1,49
1,26,1,49
1,48,0,55
1,22,4,51
1,38,2,76
1,73,3,33
0,14,0,22
2,8,5,72
1,35,0,31
1,69,3,29
2,61,0,90
1,29,6,50
1,41,3,50
0,41,0,8
1,28,0,58
1,39,2,27
1,35,0,29
1,47,1,36
1,40,0,22
1,64,0,96
1,34,1,55
1,34,1,55
1,34,1,55
1,18,0,79
1,22,0,62
1,22,0,62
1,31,3,63
0,35,0,22
2,25,19,85
2,25,19,85
1,44,3,52
1,46,0,42
2,21,0,61
1,19,2,51
1,42,1,51
1,56,0,60
1,12,0,58
1,56,0,67
1,17,2,47
1,48,0,53
1,46,2,51
2,48,4,42
0,26,1,30
1,34,1,30
1,34,1,30
1,47,0,54
2,22,9,58
1,46,3,38
1,31,1,60
1,31,1,60
1,52,0,57
1,45,0,30
1,64,3,26
1,64,3,26
1,64,3,26
1,36,1,61
1,45,1,42
1,53,1,63
3,44,4,119
11,3,49,207
1,27,1,24
1,38,1,16
1,30,3,29
1,22,0,28
0,17,0,34
1,46,0,24
1,21,2,22
1,20,0,45
1,36,2,59
1,35,1,33
1,22,9,51
1,22,9,51
1,22,9,51
1,22,9,51
1,22,9,51
1,22,9,51
1,22,9,51
1,22,9,51
1,22,9,51
1,22,9,51
2,11,6,84
2,3,7,78
1,20,1,134
1,18,14,58
1,44,2,60
1,33,2,22
1,31,8,33
2,25,9,71
1,9,1,56
1,12,3,14
1,12,3,14
1,29,8,46
1,29,8,46
2,12,20,64
1,5,2,37
2,53,0,71
3,8,31,77
3,8,31,77
3,8,31,77
1,36,4,59
2,25,7,63
3,6,22,85
2,13,3,142
1,32,4,74
3,8,30,93
1,9,2,20
1,38,0,93
0,9,2,37
0,17,0,17
1,21,2,166
0,25,0,73
2,130,0,74
1,42,3,26
0,38,0,36
1,27,4,44
1,30,4,23
1,30,4,23
1,30,4,23
3,4,15,137
0,33,0,37
1,37,0,14
1,37,0,14
2,17,0,57
1,20,6,57
1,43,4,35
1,24,4,51
2,11,3,110
2,11,3,110
1,18,3,86
1,31,1,21
1,25,5,58
1,32,1,28
2,13,0,41
2,34,7,65
3,10,33,119
1,30,2,26
1,37,5,73
1,11,3,52
1,11,3,52
1,42,3,52
2,29,3,58
2,39,6,39
2,36,5,59
1,12,1,54
1,40,1,67
1,40,1,67
1,37,2,69
1,42,4,51
1,30,1,34
1,9,3,39
1,35,2,64
0,20,0,12
1,36,3,60
1,36,3,60
0,20,0,39
1,38,4,56
1,18,4,32
3,1,6,88
1,22,0,52
1,39,6,48
0,28,1,87
1,21,12,48
1,8,17,71
0,21,0,22
0,26,0,61
1,8,1,52
1,36,5,17
2,11,5,78
2,23,14,57
1,26,7,58
1,29,0,156
2,27,10,68
0,14,0,13
1,21,6,65
1,20,4,66
4,3,41,123
1,40,4,54
4,39,2,74
1,24,0,90
2,4,9,91
1,36,0,10
1,25,5,57
2,30,9,41
1,26,5,45
2,22,6,104
1,30,5,41
1,28,4,22
1,28,4,22
1,28,4,22
1,28,4,22
1,28,4,22
1,62,1,47
0,15,0,126
4,12,2,122
1,61,3,59
1,33,3,45
4,4,33,114
4,4,33,114
3,5,13,116
1,24,0,45
1,24,0,45
1,40,1,64
1,32,4,63
1,32,4,63
1,23,2,133
1,16,1,38
1,40,4,56
1,44,0,64
1,33,0,42
1,33,0,42
1,36,0,37
1,38,1,66
0,11,0,12
1,35,0,53
2,9,16,88
1,22,6,44
1,34,3,18
2,17,19,71
2,33,5,71
2,6,8,50
1,74,1,67
1,41,1,43
1,4,0,26
1,39,0,102
1,25,2,81
0,7,1,25
1,30,3,49
3,30,9,98
1,16,2,50
1,29,0,81
1,17,0,47
1,36,0,28
1,28,2,20
3,156,1,159
0,23,0,24
1,35,0,50
1,36,0,21
1,36,0,48
1,29,3,66
1,30,2,50
0,10,1,30
1,36,3,13
1,36,3,13
1,26,3,72
1,17,0,31
1,19,7,51
2,38,0,33
1,35,2,57
1,31,2,52
1,43,1,48
1,38,2,70
1,24,5,45
3,16,20,78
3,16,20,78
1,29,5,61
1,25,5,26
1,25,5,26
1,24,3,57
3,174,1,167
3,174,1,167
1,22,7,80
2,26,5,68
2,28,5,71
3,1,26,87
3,1,26,87
1,27,4,42
1,27,4,42
1,26,1,16
1,32,0,17
1,32,7,54
1,36,3,55
1,32,6,54
1,35,4,54
1,33,0,44
2,18,17,71
1,1,4,52
1,23,14,56
2,55,0,83
1,19,7,34
1,33,1,30
0,9,14,48
0,9,14,48
0,9,14,48
0,9,14,48
0,9,14,48
2,12,8,53
1,42,0,33
1,41,2,68
1,16,1,50
2,13,6,80
2,4,5,64
1,15,1,57
1,37,2,71
1,32,3,46
0,31,0,39
0,21,0,46
2,16,26,88
2,21,12,109
1,32,2,50
2,25,11,68
2,38,7,51
2,38,7,51
1,40,0,23
0,27,2,32
1,34,0,56
1,40,0,40
4,173,2,174
4,173,2,174
4,173,2,174
4,173,2,174
4,173,2,174
1,21,1,62
0,21,0,29
1,39,0,66
2,37,4,39
1,23,8,54
1,23,5,66
1,24,5,63
0,19,0,29
2,17,0,27
0,34,0,13
1,21,0,30
0,26,0,42
1,23,1,51
1,11,1,40
2,60,0,79
1,38,0,59
6,5,18,162
2,31,3,56
1,21,0,48
3,11,0,73
1,8,2,46
0,14,0,14
2,10,9,142
1,33,0,48
1,36,1,24
1,32,2,27
2,24,2,85
3,136,1,150
3,148,1,167
3,143,1,104
0,18,1,26
1,32,4,63
1,29,3,30
1,35,1,28
1,36,0,45
1,33,2,49
0,34,1,14
1,15,12,62
1,21,5,34
1,21,5,34
0,20,1,50
0,20,1,50
2,27,7,72
4,156,1,156
1,12,2,45
1,56,1,188
1,24,0,53
0,15,0,18
2,35,0,76
2,45,0,84
1,23,3,65
1,36,3,61
1,36,2,62
1,12,0,36
3,66,11,131
1,40,0,44
0,30,2,21
1,35,3,63
1,36,2,56
1,35,3,58
1,35,1,46
4,6,16,168
1,27,5,61
1,24,6,39
3,19,2,98
5,27,2,90
2,19,19,73
2,19,19,73
2,19,19,73
2,19,19,73
1,39,2,44
1,31,0,18
1,34,0,18
1,45,0,83
1,29,6,67
1,37,1,35
1,32,0,18
2,15,13,70
1,35,1,54
2,15,18,67
2,29,5,69
1,28,4,60
1,37,0,31
1,37,2,53
1,31,0,23
1,28,0,50
1,38,0,59
1,18,7,50
1,27,6,41
1,23,7,34
0,24,0,16
1,32,1,12
0,15,1,15
1,36,5,56
2,20,10,70
2,20,10,70
1,29,5,56
1,38,4,68
1,29,0,19
1,34,1,36
1,46,0,77
1,41,1,24
1,60,0,119
2,41,6,51
1,34,5,53
1,18,0,36
1,18,0,36
1,18,0,36
3,7,4,70
3,7,4,70
2,3,3,92
1,39,0,29
1,25,12,62
2,21,15,66
2,21,15,66
1,40,1,59
1,40,0,29
1,6,0,16
1,6,0,16
1,38,2,69
1,31,2,67
1,42,0,42
2,18,11,102
1,26,6,60
1,37,3,58
1,37,3,58
1,35,4,41
1,21,0,12
1,35,2,51
3,18,0,82
1,23,2,45
1,18,0,43
1,16,11,60
1,17,0,39
1,15,0,23
1,21,0,43
1,21,1,68
1,25,0,49
1,5,0,26
2,19,0,65
1,27,6,58
1,27,6,58
1,27,6,58
1,27,6,58
1,27,6,58
1,27,6,58
1,27,6,58
1,27,6,58
4,102,2,151
1,12,0,58
0,30,0,56
0,17,0,37
1,20,0,111
2,25,1,76
1,33,0,14
1,32,0,57
1,32,0,57
2,41,4,65
2,41,4,65
1,32,1,49
1,33,0,11
1,36,0,64
2,17,22,70
1,37,5,55
2,14,26,90
3,10,28,88
3,10,28,88
4,3,33,138
1,29,5,54
1,35,0,36
1,22,10,34
1,0,8,43
1,46,0,78
1,16,2,53
2,17,7,110
2,17,7,110
2,17,7,110
2,17,7,110
2,17,7,110
2,17,7,110
2,17,7,110
1,9,2,18
1,24,6,37
1,33,5,46
0,13,1,13
0,13,1,13
2,33,12,88
2,33,12,88
2,33,12,88
0,18,0,11
1,45,2,69
1,24,7,81
1,26,2,46
3,13,19,121
1,41,0,30
0,40,0,96
0,40,0,96
0,40,0,96
1,41,0,23
1,43,1,54
1,38,0,18
1,44,1,61
1,71,1,14
1,47,5,59
1,52,1,43
1,34,2,50
1,46,0,56
1,62,1,47
1,18,2,54
1,49,1,51
2,12,5,87
1,25,6,80
1,62,0,86
1,35,0,24
1,67,0,52
1,32,4,47
1,23,4,36
1,29,2,58
1,2,2,52
1,46,1,64
1,31,6,51
3,7,16,75
1,22,8,59
1,41,3,62
1,45,0,30
1,24,3,55
1,31,0,22
1,27,5,29
2,7,14,92
1,37,1,79
1,31,3,26
1,31,3,26
1,36,0,36
2,24,1,62
0,19,0,35
1,16,0,63
1,34,0,16
10,48,8,201
1,19,0,18
1,48,2,56
1,48,2,56
2,33,4,50
3,165,1,162
1,37,2,64
1,41,3,65
1,35,4,37
2,16,0,65
4,168,1,171
2,54,1,101
0,13,0,25
1,35,2,35
1,34,5,93
1,40,1,64
3,1,9,98
3,1,9,98
0,13,2,38
1,17,13,65
2,6,4,57
0,28,0,48
1,10,3,49
1,18,7,63
1,35,1,66
2,20,15,55
2,20,15,55
2,20,15,55
2,20,15,55
1,29,2,65
1,35,1,25
1,41,1,28
2,17,20,58
1,12,1,58
1,9,1,34
2,49,2,121
1,25,4,32
1,38,0,11
1,38,0,11
1,24,9,39
1,24,9,39
1,24,9,39
1,38,0,36
2,3,7,65
3,34,16,74
2,7,7,77
2,9,16,98
2,10,8,66
1,21,4,51
4,4,20,153
4,4,20,153
0,33,1,35
1,12,0,51
1,29,3,33
2,35,1,53
1,48,4,75
1,28,3,45
2,15,1,60
1,37,1,16
1,23,4,88
1,23,4,88
1,23,4,88
1,23,4,88
1,23,4,88
1,23,4,88
1,19,5,45
1,19,5,45
1,19,5,45
1,30,0,9
2,16,0,71
3,69,0,93
3,69,0,93
3,22,1,101
0,35,2,53
1,23,4,65
1,29,3,40
1,13,3,52
1,13,3,52
1,22,3,71
0,32,2,38
1,12,0,26
1,48,0,79
0,30,6,31
1,29,5,33
1,37,4,50
2,23,13,51
1,37,0,46
1,18,7,61
1,49,1,64
2,10,13,102
1,23,1,65
1,10,1,31
0,14,0,17
1,13,2,19
1,23,0,54
2,13,3,61
2,4,6,50
2,15,13,64
2,15,13,64
2,15,13,64
2,15,13,64
1,31,3,51
2,24,12,57
0,27,2,31
1,22,5,69
2,22,13,58
1,10,0,32
7,14,4,156
1,29,3,21
1,25,3,39
0,29,3,25
1,10,4,62
1,29,3,50
1,29,3,50
1,29,3,50
1,11,0,35
0,37,0,30
1,29,2,46
1,29,2,46
1,11,3,49
1,23,1,31
1,23,1,31
0,24,0,60
3,15,7,114
1,10,21,56
13,6,13,196
1,31,1,63
1,20,1,76
3,11,3,114
2,15,6,64
1,23,4,35
1,27,9,55
1,40,3,43
1,38,2,44
1,32,1,10
2,15,18,74
0,16,0,20
1,35,3,39
2,19,8,56
1,11,2,31
0,18,0,28
1,49,0,25
1,30,3,57
1,21,4,81
1,21,4,81
1,37,0,152
1,30,6,54
0,33,1,36
1,44,4,38
1,14,12,52
1,18,5,55
0,33,1,26
1,31,2,58
1,31,2,58
1,37,3,67
1,35,0,28
1,37,0,20
0,26,0,52
1,45,0,195
1,27,2,103
2,18,0,64
1,11,3,48
2,85,1,224
2,85,1,224
1,38,2,15
1,38,2,15
1,38,2,15
1,30,2,26
1,26,3,51
1,29,5,27
1,29,5,27
1,95,1,118
1,95,1,118
2,36,6,39
1,22,0,28
1,39,1,69
3,14,12,115
1,12,0,16
1,31,3,60
2,43,4,41
2,12,7,57
2,12,7,57
2,12,7,57
2,12,7,57
2,12,7,57
2,12,7,57
2,12,7,57
1,31,3,66
4,12,35,120
1,29,3,39
0,3,2,25
1,28,3,50
0,30,3,31
0,30,3,31
0,20,0,38
1,15,0,90
1,34,0,53
0,31,0,152
1,73,1,242
1,18,9,53
1,39,0,68
1,36,2,54
1,7,3,43
0,24,0,9
0,31,1,28
2,19,9,75
3,176,1,107
1,48,1,280
1,48,1,280
1,48,1,280
1,41,0,24
1,29,0,19
1,36,4,101
1,36,4,101
1,32,5,54
1,19,4,51
2,8,15,69
2,8,15,69
2,8,15,69
0,28,1,32
1,38,0,190
1,25,1,52
0,34,0,35
1,48,0,135
1,24,7,34
5,200,6,151
1,32,1,141
1,36,3,46
1,64,2,188
1,9,2,53
3,10,22,82
2,15,21,74
0,35,2,31
1,26,5,30
1,40,2,18
1,30,0,13
1,34,0,36
1,42,0,15
1,27,6,29
1,27,6,29
1,27,6,29
1,27,6,29
1,27,6,29
1,27,6,29
1,27,6,29
1,13,18,70
1,13,18,70
1,13,18,70
1,13,18,70
1,13,18,70
1,13,18,70
1,13,18,70
1,13,18,70
1,24,2,46
1,46,0,35
1,49,3,28
1,25,4,42
0,36,0,33
1,24,5,51
1,23,5,50
1,46,2,38
8,202,12,180
1,44,0,54
1,25,3,25
1,31,7,50
1,31,7,50
1,30,11,63
0,18,0,33
1,25,3,45
0,14,0,24
0,14,0,24
0,23,0,69
1,81,1,37
0,18,0,21
1,28,0,60
1,33,0,412
1,36,0,24
1,26,2,30
1,18,4,39
1,24,1,60
1,19,0,61
1,26,13,64
1,39,4,50
1,9,0,14
1,34,3,88
1,15,10,48
0,29,2,27
1,28,9,54
1,43,4,47
1,29,1,38
0,22,0,13
0,29,1,22
1,25,4,36
1,47,0,22
1,34,4,52
3,11,0,99
0,30,1,26
0,30,1,26
1,18,0,55
1,14,11,55
1,14,11,55
1,22,0,65
1,35,1,57
2,27,5,70
1,38,2,79
0,21,0,15
1,28,3,33
5,1,12,156
4,4,37,127
2,140,2,81
2,19,13,56
1,26,3,46
1,58,2,69
0,29,1,35
2,0,6,71
7,147,18,184
1,27,1,131
1,23,3,17
1,23,3,17
1,33,1,57
1,32,5,51
1,28,2,28
3,121,1,172
3,121,1,172
3,121,1,172
3,121,1,172
3,18,2,95
1,12,8,51
0,26,0,21
0,17,0,37
1,41,0,25
1,27,1,24
0,29,1,30
1,25,3,32
1,37,2,29
0,28,1,29
2,24,6,61
1,64,2,34
1,43,3,47
1,18,6,51
1,30,0,71
1,39,0,11
1,53,0,22
1,50,1,21
0,28,1,32
1,12,0,33
0,29,0,54
1,31,2,4
0,26,2,33
1,32,1,53
1,40,0,75
1,49,0,16
1,35,2,33
1,46,4,98
1,41,1,47
1,29,1,30
2,6,14,150
2,6,14,150
2,6,14,150
1,31,1,29
1,7,2,31
1,5,5,55
1,14,1,27
3,16,0,65
5,169,11,154
1,40,0,45
2,20,12,61
1,49,0,23
1,49,1,18
0,28,0,60
1,40,0,30
1,27,2,31
2,16,15,61
2,16,15,61
4,172,1,193
1,27,0,47
1,4,3,49
1,41,0,30
1,33,2,25
1,46,3,52
3,1,5,93
3,1,5,93
1,22,10,50
1,22,10,50
1,19,8,75
1,18,3,87
1,41,1,467
1,47,1,39
1,16,0,30
2,4,7,55
1,41,2,15
1,46,0,189
1,29,0,50
1,38,0,61
1,16,0,80
0,32,1,65
0,12,0,24
4,12,11,155
3,104,3,175
0,22,0,25
1,38,1,34
1,75,0,69
1,9,1,38
1,30,1,68
1,36,1,24
1,35,2,87
2,16,4,92
0,20,0,25
1,5,1,46
2,38,7,50
1,41,1,17
1,34,0,9
1,29,0,52
1,15,12,62
